commenter,commenter_city,content,sentiment
潘*东,陕西,这次西安之行真的非常开心，可谓五星级服务，旅行社正规，都会签写合同，全程无购物，导游热心服务态度好，行程安排很合理，景区待的时间长。最喜欢兵马俑，确实壮观。不愧是世界第八大奇迹，兵马俑确实壮观，同时也看到文物修复过程的艰辛也真是为考古学家感慨！感叹古人的智慧！总之是很不错的一次旅行。,积极
潘*东,陕西,此次西安之旅让我感受到了西安导游的热情，展示了西安导游的素质与和风采。全国各地我走遍了，但是西安之行依然是给我留下了惊喜。虽然节假日尾声但是人还是挺多的，但是我们的导游人多的情况下带我们错峰出行，出门在外一个靠谱的导游很重要，全程基本我们游客都站在第一排，安排到位,积极
潘*东,陕西,很开心的一天!虽然天气冷但是我依然觉得这个时间段来很值得!性价比高，这个价格包含了景区门票还有往返还有午餐耳机零食包导游我觉得太值得了!而且我们的导游超好，耐心，细心，真心实意为游客考虑，讲解的也多，一路上讲解就没停过，非常棒!还有我们的午餐，超出预期了，吃的很好!地道的农家乐风格，兵马俑华清池两个景区四个部分内容非常充实非常精彩，一路上不虚此行!西安，一座有魅力的文化名城，不会让游客失望。总之满意满意！,积极
h*6,陕西,服务好，讲解详尽，你还在等什么华清宫去了，兵马俑看了，铁英锐士看了好玩，千古情看了，还没看👀够[机智]又是愉（ lei）快（si）的一天[烟花][庆祝][跳跳][转圈]导游安排很妥,积极
r*9,陕西,懒人团9点过来接，不用早起。小高导游介绍的很用心细致，也有分享其他地方的游玩方法~。每人分发耳麦也让旅游更加轻松惬意。司机师傅开车很稳，车大很舒适。兵马俑博物馆的老师也带领我们进行了一番考古研究。灵个~,积极
g*3,陕西,张虎导游学识渊博 讲解非常详细 风趣幽默 对待游客有耐心 路线安排合理 6821薛师傅驾驶稳 非常幸运遇到他们 非常满意,积极
去*户,广西,因为是五一期间，必然会发生的人从众，堵车，排队，就餐等待等等，但是导游还是把我们安排的妥妥的，体验感还不错，长恨歌的票买不到了，选择了驼铃传奇演出，这个价格含兵马俑+华清池+驼铃传奇白金票很值！看完觉得很震撼，感谢导游！,积极
海*7,陕西,靳林导游非常热情，声音洪亮，讲解认真，一路上对大家非常照顾。带领大家少走路多体验，推荐的《复活军团》大型战争史诗节目非常振撼，久久回荡。大家来西安旅游可以找靳林导游，不虚此行！,积极
去*户,北京,马超导游在旅途过程中非常的耐心。行程思路清晰，讲解专业幽默感人深刻。合理安排好一天行程，使我们既能游览到知名景点，又可以有自由活动的时间。早上出发早，帮助我们节省了很多排队的时间。整个旅途中没有强制消费，但是对于有消费需求的游客，导游也给予很多有用的购物建议。整体还是推荐的。,积极
k*3,陕西,不想自己折腾，索性报个团。党导游服务非常细心、贴心，一路都关注到每一个游客的需求。五一游客多，今天又下雨，党导为了让大家一眼看到，愣是没打伞一直冒雨行走，还帮助大家一起买电瓶车票，在人多拥挤的室内不时提醒大家注意安全，讲解也非常详细，附带讲了很多历史典故，真真是让我们感受到了中国文化之都的文化魅力！,积极
苹*虹,贵州,西安五一之旅，是非常开心的，除了和我一样去游玩的游客多，没其他毛病，吃住行都非常方便。兵马俑的一日游，是一个比较好的旅行社秦之风，遇到了一个非常细心耐心且贴心的导游孟盈，为长安之行又增添了一份温暖，时间有限，没有深度游玩感受，有机会还会再去,积极
v*5,陕西,导游人很好，憨憨的，很认真负责，没到一个景点会详细讲解，并且也很会聊天哦。,积极
去*户,陕西,张虎导游，服务态度很好！时间安排上也很好，没有很紧张的感觉另外8433大巴车潘师傅也很棒，开车平稳，团体上车前已经把空调打开了，非常舒服再说一下景点在华清池张虎导游讲解的非常生动，深入，中午吃的饺子宴也很不错，饭量大的也能吃的很饱。总体来说非常满意！,积极
s*n,陕西,导游李导幽默风趣，才华横溢，五一出游已经在家做好了看人山人海的准备，但是这小伙子简直是时间管理大师呀，比计划早一小时出发，路上一小时的车程非常顺利没有堵车，到兵马俑正好刚开门，没有排长队就进景区了，简直太牛气了。李导一路讲解很多典故与历史，太涨知识了。一整天把团友照顾的特别好，午餐没有等待，大家吃的很满意，为90后小伙子点赞。兵马俑遇到了花花团，简直太开心了呀，花花比视频里还可爱，虽然兵马俑人超多，但是现场把控特别好，一点不乱，照顾好每位小朋友，感觉是报的游学团啊😁孩子们学到很多书本上没有的知识，拓展了很多知识，花花这知识量太可了，孩子们的提问都一一解答清楚，知其然知其所以然，而且满满正能量，正面引导孩子好好学习，告诉孩子们学习的重要性，轻松的融入在各个知识点中为花花点赞，希望有多多的花花这样的导游，给孩子正向引导，此次旅行真的很开心，家人也都很满意，不虚此行。,积极
去*户,陕西,今日张虎导游，兵马俑和华清池无论从取票，到景点讲解，到注意事项都非常好。尤其是兵马俑，全程能够在第一排看到兵马俑的真相。而且在讲解兵马俑的时候，给我们详细描述兵马俑各种级别各种形态的等级。用肢体更生动的展现出，兵马俑的形态特征。华清池全程时间安排合理，西安事变，倍感爱国情怀。希望以后来的游客找张虎导游。司机王师傅车开的也特别稳。车牌号8841,积极
去*户,陕西,本次出行真实真实体验，将（体验）和（！套路！）写出来给大家参考！！！！！首先，订票后会有人联系，细心的通知什么时候上车，什么时候出发，和一些注意事项。大巴车由市中心直达景区内，非常方便！有两个导游（路上一个，兵马俑景区内一个）全程陪伴，非常细心，讲解的也很好，这些都是好的体验！接下来将我遇到的几点真实的（套路！！！）写给大家！大家自行甄别：1.我定的下午2点场，但通知要12点40就要集合，为什么早这么多呢？因为上大巴车后，导游会介绍去看一个叫《秦始皇和他的地下王国》的3D短片，短片虽然离景区很近很近，但这会浪费差不多一个小时时间。自愿观看！！！40元一人！！！自费！！！不看的要等看的人看完才出发！（短片内容我不评价因为我没看）2.顺利进入景区后，会进行导游的交接，由带队导游交接给兵马俑馆内的官方导游（这里只是导游自我介绍说是官方，并没有任何证件证明）导游全程耐心！！！细致！！！的带我们讲解兵马俑，而且扩展了很多很有趣的知识，而且非常幽默风趣！！！！！所以之前提到是否为官方导游就无需追究！3.在讲解过程中会时不时穿插一些小广告，说西安的玉怎么怎么怎么怎么好，！！！！！！重点来了！！！！！！！在结束参观后！！！会带到兵马俑景区内的一个（😂！！玉石店！！😂），美其名曰是科普和给导游按人头积分，但我觉得实质上就是消费！！！！！！进店后我直接离开并没有任何人阻拦我，所以！！！自愿消费！！！！当然，整体体验非常好，我只是分享一下一些小套路（毕竟是旅游团，人家也有绩效），兵马俑很值得一去，（对了，馆内没有空调，轻装上阵，闲杂物品啥也不带，最好不要背包！！）,积极
g*4,北京,对于带老人小孩，一定要找6人小团，真的，凭良心没贵多少，服务很好，尤其最好能碰到赵耀辉导游，他极其的负责，安排的很合理，讲解很专业，这个票只是兵马俑的123坑讲解，老师还捎带着给铜马那边的丽园也多少说了些、省去了那边的讲解费用，真的良心，能在景区遇到他们的团队真是开心，不是一带而过，当时我们还听到了别人团的讲解，真的不如这位老师，不骗你，有缘可以报这个团你遇到了真的就太好了，不过我相信他们团队既然服务这样，都应该很好的😌，我经常出去旅游，不说假话，景区黑导游还多，还是要找正规的才靠谱,积极
m*4,上海,吹爆我的导游！！ 张璐璐！！约定9:30集合，我们提前到了，璐璐也马上跟着提前到了，并且到了大家自我介绍以后就开始简单的科普和结束兵马俑和丽山园的相关情况。进馆以后全程，每一个点都讲解的非常！相当！巨！详细。并且！！！她还带着iPad，很多抽象的东西让我们一下子具象话了，比如说泥条盘筑。并且并且，我们在人多时，她不仅仅是讲解，还会帮忙帮我们选最佳观赏点和机位。璐璐让我们备受关注，因为她真的太好了！旁边的游客都对我们投来羡慕的目光，后面甚至追着璐璐想加入我们。5个多小时的观光时间，璐璐帮我们推开了秦始皇兵马俑博物馆的神秘面纱。非常感谢璐璐，兵马俑和丽山园是我西安行的第一站，她让我这趟西安之旅不虚此行。,积极
